sample_id,dataset_name,audio_path,tab_path,split
GOAT/item_33/item_33,GOAT,GOAT/item_33/item_33.wav,GOAT/item_33/item_33.gp5,validation
GOAT/item_34/item_34,GOAT,GOAT/item_34/item_34.wav,GOAT/item_34/item_34.gp5,train
GOAT/item_35/item_35,GOAT,GOAT/item_35/item_35.wav,GOAT/item_35/item_35.gp5,train
GOAT/item_37/item_37,GOAT,GOAT/item_37/item_37.wav,GOAT/item_37/item_37.gp5,train
GOAT/item_39/item_39,GOAT,GOAT/item_39/item_39.wav,GOAT/item_39/item_39.gp5,test
GOAT/item_41/item_41,GOAT,GOAT/item_41/item_41.wav,GOAT/item_41/item_41.gp5,train
GOAT/item_43/item_43,GOAT,GOAT/item_43/item_43.wav,GOAT/item_43/item_43.gp5,test
GOAT/item_44/item_44,GOAT,GOAT/item_44/item_44.wav,GOAT/item_44/item_44.gp5,train
GOAT/item_45/item_45,GOAT,GOAT/item_45/item_45.wav,GOAT/item_45/item_45.gp5,train
GOAT/item_46/item_46,GOAT,GOAT/item_46/item_46.wav,GOAT/item_46/item_46.gp5,validation
GOAT/item_47/item_47,GOAT,GOAT/item_47/item_47.wav,GOAT/item_47/item_47.gp5,train
GOAT/item_48/item_48,GOAT,GOAT/item_48/item_48.wav,GOAT/item_48/item_48.gp5,train
GOAT/item_49/item_49,GOAT,GOAT/item_49/item_49.wav,GOAT/item_49/item_49.gp5,train
GOAT/item_50/item_50,GOAT,GOAT/item_50/item_50.wav,GOAT/item_50/item_50.gp5,train
GOAT/item_51/item_51,GOAT,GOAT/item_51/item_51.wav,GOAT/item_51/item_51.gp5,train
GOAT/item_52/item_52,GOAT,GOAT/item_52/item_52.wav,GOAT/item_52/item_52.gp5,train
GOAT/item_54/item_54,GOAT,GOAT/item_54/item_54.wav,GOAT/item_54/item_54.gp5,train
GOAT/item_55/item_55,GOAT,GOAT/item_55/item_55.wav,GOAT/item_55/item_55.gp5,train
GOAT/item_56/item_56,GOAT,GOAT/item_56/item_56.wav,GOAT/item_56/item_56.gp5,train
GOAT/item_57/item_57,GOAT,GOAT/item_57/item_57.wav,GOAT/item_57/item_57.gp5,train
GOAT/item_59/item_59,GOAT,GOAT/item_59/item_59.wav,GOAT/item_59/item_59.gp5,validation
GOAT/item_60/item_60,GOAT,GOAT/item_60/item_60.wav,GOAT/item_60/item_60.gp5,train
GOAT/item_61/item_61,GOAT,GOAT/item_61/item_61.wav,GOAT/item_61/item_61.gp5,train
GOAT/item_63/item_63,GOAT,GOAT/item_63/item_63.wav,GOAT/item_63/item_63.gp5,train
GOAT/item_64/item_64,GOAT,GOAT/item_64/item_64.wav,GOAT/item_64/item_64.gp5,train
GOAT/item_65/item_65,GOAT,GOAT/item_65/item_65.wav,GOAT/item_65/item_65.gp5,train
GOAT/item_66/item_66,GOAT,GOAT/item_66/item_66.wav,GOAT/item_66/item_66.gp5,train
GOAT/item_67/item_67,GOAT,GOAT/item_67/item_67.wav,GOAT/item_67/item_67.gp5,train
GOAT/item_68/item_68,GOAT,GOAT/item_68/item_68.wav,GOAT/item_68/item_68.gp5,train
GOAT/item_69/item_69,GOAT,GOAT/item_69/item_69.wav,GOAT/item_69/item_69.gp5,train
GOAT/item_70/item_70,GOAT,GOAT/item_70/item_70.wav,GOAT/item_70/item_70.gp5,train
GOAT/item_72/item_72,GOAT,GOAT/item_72/item_72.wav,GOAT/item_72/item_72.gp5,train
GOAT/item_73/item_73,GOAT,GOAT/item_73/item_73.wav,GOAT/item_73/item_73.gp5,train
GOAT/item_74/item_74,GOAT,GOAT/item_74/item_74.wav,GOAT/item_74/item_74.gp5,train
GOAT/item_75/item_75,GOAT,GOAT/item_75/item_75.wav,GOAT/item_75/item_75.gp5,train
GOAT/item_77/item_77,GOAT,GOAT/item_77/item_77.wav,GOAT/item_77/item_77.gp5,train
GOAT/item_78/item_78,GOAT,GOAT/item_78/item_78.wav,GOAT/item_78/item_78.gp5,train
GOAT/item_80/item_80,GOAT,GOAT/item_80/item_80.wav,GOAT/item_80/item_80.gp5,train
GOAT/item_81/item_81,GOAT,GOAT/item_81/item_81.wav,GOAT/item_81/item_81.gp5,train
GOAT/item_82/item_82,GOAT,GOAT/item_82/item_82.wav,GOAT/item_82/item_82.gp5,train
GOAT/item_83/item_83,GOAT,GOAT/item_83/item_83.wav,GOAT/item_83/item_83.gp5,train
GOAT/item_85/item_85,GOAT,GOAT/item_85/item_85.wav,GOAT/item_85/item_85.gp5,train
GOAT/item_86/item_86,GOAT,GOAT/item_86/item_86.wav,GOAT/item_86/item_86.gp5,train
GOAT/item_87/item_87,GOAT,GOAT/item_87/item_87.wav,GOAT/item_87/item_87.gp5,train
GOAT/item_88/item_88,GOAT,GOAT/item_88/item_88.wav,GOAT/item_88/item_88.gp5,train
GOAT/item_89/item_89,GOAT,GOAT/item_89/item_89.wav,GOAT/item_89/item_89.gp5,train
GOAT/item_90/item_90,GOAT,GOAT/item_90/item_90.wav,GOAT/item_90/item_90.gp5,train
GOAT/item_92/item_92,GOAT,GOAT/item_92/item_92.wav,GOAT/item_92/item_92.gp5,train
GOAT/item_93/item_93,GOAT,GOAT/item_93/item_93.wav,GOAT/item_93/item_93.gp5,train
GOAT/item_94/item_94,GOAT,GOAT/item_94/item_94.wav,GOAT/item_94/item_94.gp5,train
GOAT/item_95/item_95,GOAT,GOAT/item_95/item_95.wav,GOAT/item_95/item_95.gp5,train
GOAT/item_96/item_96,GOAT,GOAT/item_96/item_96.wav,GOAT/item_96/item_96.gp5,train
GOAT/item_97/item_97,GOAT,GOAT/item_97/item_97.wav,GOAT/item_97/item_97.gp5,train
GOAT/item_98/item_98,GOAT,GOAT/item_98/item_98.wav,GOAT/item_98/item_98.gp5,train
GOAT/item_99/item_99,GOAT,GOAT/item_99/item_99.wav,GOAT/item_99/item_99.gp5,test
GOAT/item_100/item_100,GOAT,GOAT/item_100/item_100.wav,GOAT/item_100/item_100.gp5,train
GOAT/item_101/item_101,GOAT,GOAT/item_101/item_101.wav,GOAT/item_101/item_101.gp5,train
GOAT/item_102/item_102,GOAT,GOAT/item_102/item_102.wav,GOAT/item_102/item_102.gp5,train
GOAT/item_103/item_103,GOAT,GOAT/item_103/item_103.wav,GOAT/item_103/item_103.gp5,train
GOAT/item_105/item_105,GOAT,GOAT/item_105/item_105.wav,GOAT/item_105/item_105.gp5,train
GOAT/item_106/item_106,GOAT,GOAT/item_106/item_106.wav,GOAT/item_106/item_106.gp5,train
GOAT/item_107/item_107,GOAT,GOAT/item_107/item_107.wav,GOAT/item_107/item_107.gp5,train
GOAT/item_108/item_108,GOAT,GOAT/item_108/item_108.wav,GOAT/item_108/item_108.gp5,train
GOAT/item_109/item_109,GOAT,GOAT/item_109/item_109.wav,GOAT/item_109/item_109.gp5,validation
GOAT/item_111/item_111,GOAT,GOAT/item_111/item_111.wav,GOAT/item_111/item_111.gp5,train
GOAT/item_112/item_112,GOAT,GOAT/item_112/item_112.wav,GOAT/item_112/item_112.gp5,train
GOAT/item_113/item_113,GOAT,GOAT/item_113/item_113.wav,GOAT/item_113/item_113.gp5,train
GOAT/item_116/item_116,GOAT,GOAT/item_116/item_116.wav,GOAT/item_116/item_116.gp5,train
GOAT/item_117/item_117,GOAT,GOAT/item_117/item_117.wav,GOAT/item_117/item_117.gp5,train
GOAT/item_118/item_118,GOAT,GOAT/item_118/item_118.wav,GOAT/item_118/item_118.gp5,train
GOAT/item_119/item_119,GOAT,GOAT/item_119/item_119.wav,GOAT/item_119/item_119.gp5,train
GOAT/item_120/item_120,GOAT,GOAT/item_120/item_120.wav,GOAT/item_120/item_120.gp5,train
GOAT/item_122/item_122,GOAT,GOAT/item_122/item_122.wav,GOAT/item_122/item_122.gp5,train
GOAT/item_123/item_123,GOAT,GOAT/item_123/item_123.wav,GOAT/item_123/item_123.gp5,train
GOAT/item_124/item_124,GOAT,GOAT/item_124/item_124.wav,GOAT/item_124/item_124.gp5,test
GOAT/item_125/item_125,GOAT,GOAT/item_125/item_125.wav,GOAT/item_125/item_125.gp5,train
GOAT/item_126/item_126,GOAT,GOAT/item_126/item_126.wav,GOAT/item_126/item_126.gp5,train
GOAT/item_127/item_127,GOAT,GOAT/item_127/item_127.wav,GOAT/item_127/item_127.gp5,train
GOAT/item_128/item_128,GOAT,GOAT/item_128/item_128.wav,GOAT/item_128/item_128.gp5,train
GOAT/item_129/item_129,GOAT,GOAT/item_129/item_129.wav,GOAT/item_129/item_129.gp5,train
GOAT/item_130/item_130,GOAT,GOAT/item_130/item_130.wav,GOAT/item_130/item_130.gp5,train
GOAT/item_131/item_131,GOAT,GOAT/item_131/item_131.wav,GOAT/item_131/item_131.gp5,train
GOAT/item_132/item_132,GOAT,GOAT/item_132/item_132.wav,GOAT/item_132/item_132.gp5,train
GOAT/item_133/item_133,GOAT,GOAT/item_133/item_133.wav,GOAT/item_133/item_133.gp5,validation
GOAT/item_135/item_135,GOAT,GOAT/item_135/item_135.wav,GOAT/item_135/item_135.gp5,train
GOAT/item_137/item_137,GOAT,GOAT/item_137/item_137.wav,GOAT/item_137/item_137.gp5,train
GOAT/item_138/item_138,GOAT,GOAT/item_138/item_138.wav,GOAT/item_138/item_138.gp5,train
GOAT/item_139/item_139,GOAT,GOAT/item_139/item_139.wav,GOAT/item_139/item_139.gp5,train
GOAT/item_140/item_140,GOAT,GOAT/item_140/item_140.wav,GOAT/item_140/item_140.gp5,train
GOAT/item_141/item_141,GOAT,GOAT/item_141/item_141.wav,GOAT/item_141/item_141.gp5,train
GOAT/item_142/item_142,GOAT,GOAT/item_142/item_142.wav,GOAT/item_142/item_142.gp5,train
GOAT/item_143/item_143,GOAT,GOAT/item_143/item_143.wav,GOAT/item_143/item_143.gp5,train
GOAT/item_144/item_144,GOAT,GOAT/item_144/item_144.wav,GOAT/item_144/item_144.gp5,train
GOAT/item_145/item_145,GOAT,GOAT/item_145/item_145.wav,GOAT/item_145/item_145.gp5,train
GOAT/item_146/item_146,GOAT,GOAT/item_146/item_146.wav,GOAT/item_146/item_146.gp5,train
GOAT/item_148/item_148,GOAT,GOAT/item_148/item_148.wav,GOAT/item_148/item_148.gp5,train
GOAT/item_149/item_149,GOAT,GOAT/item_149/item_149.wav,GOAT/item_149/item_149.gp5,train
GOAT/item_150/item_150,GOAT,GOAT/item_150/item_150.wav,GOAT/item_150/item_150.gp5,train
GOAT/item_151/item_151,GOAT,GOAT/item_151/item_151.wav,GOAT/item_151/item_151.gp5,train
GOAT/item_152/item_152,GOAT,GOAT/item_152/item_152.wav,GOAT/item_152/item_152.gp5,train
GOAT/item_153/item_153,GOAT,GOAT/item_153/item_153.wav,GOAT/item_153/item_153.gp5,train
GOAT/item_154/item_154,GOAT,GOAT/item_154/item_154.wav,GOAT/item_154/item_154.gp5,train
GOAT/item_155/item_155,GOAT,GOAT/item_155/item_155.wav,GOAT/item_155/item_155.gp5,train
GOAT/item_156/item_156,GOAT,GOAT/item_156/item_156.wav,GOAT/item_156/item_156.gp5,train
GOAT/item_157/item_157,GOAT,GOAT/item_157/item_157.wav,GOAT/item_157/item_157.gp5,train
GOAT/item_159/item_159,GOAT,GOAT/item_159/item_159.wav,GOAT/item_159/item_159.gp5,train
GOAT/item_161/item_161,GOAT,GOAT/item_161/item_161.wav,GOAT/item_161/item_161.gp5,train
GOAT/item_162/item_162,GOAT,GOAT/item_162/item_162.wav,GOAT/item_162/item_162.gp5,test
GOAT/item_163/item_163,GOAT,GOAT/item_163/item_163.wav,GOAT/item_163/item_163.gp5,train
GOAT/item_164/item_164,GOAT,GOAT/item_164/item_164.wav,GOAT/item_164/item_164.gp5,train
GOAT/item_165/item_165,GOAT,GOAT/item_165/item_165.wav,GOAT/item_165/item_165.gp5,train
GOAT/item_166/item_166,GOAT,GOAT/item_166/item_166.wav,GOAT/item_166/item_166.gp5,train
GOAT/item_168/item_168,GOAT,GOAT/item_168/item_168.wav,GOAT/item_168/item_168.gp5,train
GOAT/item_169/item_169,GOAT,GOAT/item_169/item_169.wav,GOAT/item_169/item_169.gp5,train
GOAT/item_170/item_170,GOAT,GOAT/item_170/item_170.wav,GOAT/item_170/item_170.gp5,train
GOAT/item_171/item_171,GOAT,GOAT/item_171/item_171.wav,GOAT/item_171/item_171.gp5,validation
